Center Name,Legal Name,Building,Street,Borough,ZipCode,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Health Code Sub Section,Violation Status,Inspection Summary Result
BRIGHT HORIZON'S AT EAST 92ND STREET,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,245,EAST   92 STREET,MANHATTAN,10128,212-369-9626,103993,04/10/2023,Expired-In Renewal,2 YEARS - 5 YEARS,59,DC34842,PRESCHOOL,GDC,Child Care - Pre School,1089874,www.brighthorizons.com,04/10/2017,Y,0.0000,21.9050,11,11.9769,0,6.1285,0,18.9541,04/06/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Reinspection Not Required
RISING STARS LEARNING CENTER,CHRISTINA ROMANO,25-38,37 STREET,QUEENS,11103,917-573-7216,90958,06/23/2023,Permitted,2 YEARS - 5 YEARS,20,DC25732,PRESCHOOL,GDC,Child Care - Pre School,4010111,,06/23/2015,Y,20.0000,21.9050,3,11.9769,0,6.1285,20,18.9541,02/02/2022,"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",GENERAL,47.33(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Not Required
YESHIVA ADAS YOSEF ELANDA,CONGREGATION ADAS YOSEF,1825,59TH STREET,BROOKLYN,11204,718-837-9177,55098,12/12/2023,Permitted,,19,DC24543,PRESCHOOL,GDC,Child Care - Pre School,3131530,,12/12/2013,Y,50.0000,21.9050,7,11.9769,50,6.1285,50,18.9541,10/27/2022,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,
BLOOMINGDALE FRIENDS INC.,BLOOMINGDALE FRIENDS INC.,610,BLOOMINGDALE ROAD,STATEN ISLAND,10309,718-984-5194,6942,03/30/2023,Expired-In Renewal,,53,DC2737,PRESCHOOL,GDC,Child Care - Pre School,5086672,www.friendspreschool.com,03/26/2003,N,16.6667,21.9050,9,11.9769,16.6667,6.1285,0,18.9541,11/12/2020,"At time of inspection children were observed occupying space Not previously approved by the Dept of Buildings, FDNY and/or DOHMH.",PUBLIC HEALTH HAZARD,47.57(f),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
MOMMY DAYCARE,"MOMMY DAYCARE, LLC",891,AVENUE Z,BROOKLYN,11235,718-339-5777,8263,02/07/2025,Permitted,2 YEARS - 5 YEARS,18,DC16048,PRESCHOOL,GDC,Child Care - Pre School,3196033,,02/07/2011,Y,0.0000,21.9050,3,11.9769,0,6.1285,0,18.9541,08/31/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
INTERNATIONAL ACADEMY OF NEW YORK,International Academy of New York,4,EAST   90 STREET,MANHATTAN,10128,212-641-0260,105049,09/19/2023,Permitted,2 YEARS - 5 YEARS,80,DC38100,PRESCHOOL,GDC,Child Care - Pre School,1046979,,09/19/2019,Y,75.0000,21.9050,4,11.9769,25,6.1285,75,18.9541,05/26/2021,Exits and other egress Not provided with required signage at time of inspection.,CRITICAL,47.59(a),CORRECTED,Initial Annual Inspection - Reinspection Required
"PRECIOUS MOMENTS DAY CARE CENTER.,INC.","PRECIOUS MOMENTS DAY CARE CENTER, INC",11-02,CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,03/11/2024,Permitted,2 YEARS - 5 YEARS,36,DC14363,PRESCHOOL,GDC,Child Care - Pre School,4102661,,03/11/2004,N,16.6667,21.9050,6,11.9769,0,6.1285,16.6667,18.9541,09/20/2021,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,47.25(a)(2)(B),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"PRECIOUS MOMENTS DAY CARE CENTER.,INC.","PRECIOUS MOMENTS DAY CARE CENTER, INC",11-02,CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,03/11/2024,Permitted,2 YEARS - 5 YEARS,36,DC14363,PRESCHOOL,GDC,Child Care - Pre School,4102661,,03/11/2004,N,16.6667,21.9050,6,11.9769,0,6.1285,16.6667,18.9541,09/20/2021,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,47.25(a)(2)(B),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"PRECIOUS MOMENTS DAY CARE CENTER.,INC.","PRECIOUS MOMENTS DAY CARE CENTER, INC",11-02,CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,03/11/2024,Permitted,2 YEARS - 5 YEARS,36,DC14363,PRESCHOOL,GDC,Child Care - Pre School,4102661,,03/11/2004,N,16.6667,21.9050,6,11.9769,0,6.1285,16.6667,18.9541,09/20/2021,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,47.25(a)(2)(B),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
BIG APPLE STARS,STEPS TO SUCCESS OF NY LLC,11,NEW LOTS AVE,BROOKLYN,11212,718-345-3555,104116,06/30/2023,Permitted,2 YEARS - 5 YEARS,58,DC35647,PRESCHOOL,GDC,Child Care - Pre School,3326600,,06/30/2017,Y,0.0000,21.9050,10,11.9769,0,6.1285,0,18.9541,02/04/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"PRECIOUS MOMENTS DAY CARE CENTER.,INC.","PRECIOUS MOMENTS DAY CARE CENTER, INC",11-02,CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,03/11/2024,Permitted,2 YEARS - 5 YEARS,36,DC14363,PRESCHOOL,GDC,Child Care - Pre School,4102661,,03/11/2004,N,16.6667,21.9050,6,11.9769,0,6.1285,16.6667,18.9541,09/20/2021,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,47.25(a)(2)(B),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"PRECIOUS MOMENTS DAY CARE CENTER.,INC.","PRECIOUS MOMENTS DAY CARE CENTER, INC",11-02,CLINTONVILLE STREET,QUEENS,11357,718-767-6655,5980,03/11/2024,Permitted,2 YEARS - 5 YEARS,36,DC14363,PRESCHOOL,GDC,Child Care - Pre School,4102661,,03/11/2004,N,16.6667,21.9050,6,11.9769,0,6.1285,16.6667,18.9541,09/20/2021,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,47.25(a)(2)(B),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
ZETA CHARTER SCHOOLS,ZETA CHARTER SCHOOL - INWOOD 1,652,WEST 187 STREET,MANHATTAN,10033,929-447-5281,,01/01/1900,Active,3 YEARS - 5 YEARS,0,DC39473,PRESCHOOL,SBCC,School Based Child Care,1075520,,,,50.0000,45.1817,0,8.0094,50,23.3017,50,35.2291,12/13/2022,School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.,GENERAL,43.11(b),CORRECTED,Initial Annual Inspection - Reinspection Required
CARDINAL MCCLOSKEY COMMUNITY SERVICES,CARDINAL MCCLOSKEY SCHOOL AND HOME FOR CHILDREN,3044,HULL AVENUE,BRONX,10467,718-405-7824,67797,06/24/2024,Permitted,2 YEARS - 5 YEARS,231,DC25860,PRESCHOOL,GDC,Child Care - Pre School,2017913,cmcs.org,06/24/2014,Y,,,28,11.9769,,,,,05/26/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,4,WASHINGTON SQUARE VILLAGE,MANHATTAN,10012,212-982-2273,56100,01/17/2024,Permitted,0 YEARS - 2 YEARS,6,DC26238,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1077836,www.universitysettlement.org,01/17/2014,Y,0.0000,17.4391,4,8.4034,0,4.9984,0,15.3835,02/24/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
BUCKLE MY SHOE,"TRIBECA NURSERY CENTER, INC.",40,WORTH STREET,MANHATTAN,10013,212-374-1489,5849,03/03/2023,Expired-In Renewal,,40,DC1478,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1001622,www.bucklemyshoe.org,05/27/1992,Y,14.2857,17.4391,8,8.4034,0,4.9984,14.2857,15.3835,11/17/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
COLONIAL CHURCH NURSERY SCHOOL,COLONIAL CHURCH OF BAYSIDE,54-02,217 STREET,QUEENS,11364,718-819-8828,2299,05/12/2024,Permitted,2 YEARS - 5 YEARS,29,DC2266,PRESCHOOL,GDC,Child Care - Pre School,4159065,,05/12/2004,N,25.0000,21.9050,5,11.9769,0,6.1285,25,18.9541,11/20/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
ROUND THE CLOCK NURSERY,"URBAN CONCEPTS OF NEW YORK, ROUND THE CLOCK NURSERY INC.",2380,MARION AVENUE,BRONX,10458,718-329-6023,104211,08/16/2023,Permitted,0 YEARS - 2 YEARS,10,DC35311,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2011053,roundtheclocknursery.org,08/16/2017,Y,33.3333,17.4391,4,8.4034,33.3333,4.9984,0,15.3835,07/13/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
LITTLE SCHOLARS EARLY DEVELOPMENT CENTER,"LITTLE SCHOLARS EARLY DEVELOMENT CENTER, L L C",850,JENNINGS STREET,BRONX,10459,718-887-2928,8305,06/17/2023,Permitted,2 YEARS - 5 YEARS,53,DC21141,PRESCHOOL,GDC,Child Care - Pre School,2010275,littlescholarsedc.com,06/17/2011,Y,33.3333,21.9050,2,11.9769,33.3333,6.1285,0,18.9541,04/19/2023,Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved,PUBLIC HEALTH HAZARD,47.19(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
BRIGHT HORIZONS CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTER INC.,888,MAIN STREET,MANHATTAN,10044,212-750-5301,7648,10/03/2024,Permitted,2 YEARS - 5 YEARS,32,DC14950,PRESCHOOL,GDC,Child Care - Pre School,1086085,www.brighthorizons.com/octagon,09/28/2006,Y,60.0000,21.9050,4,11.9769,40,6.1285,40,18.9541,02/08/2021,At time of inspection hand wash sinks are Not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.,CRITICAL,47.43(e),CORRECTED,Initial Annual Inspection - Reinspection Required
"BUSHWICK IMPROVEMENT SOCIETY, INC.","BUSHWICK IMPROVEMENT SOCIETY, INC.",77-83,STAGG STREET,BROOKLYN,11206,718-388-1395,4515,02/14/2024,Permitted,2 YEARS - 5 YEARS,55,DC371,PRESCHOOL,GDC,Child Care - Pre School,3070819,,02/04/2004,N,0.0000,21.9050,12,11.9769,0,6.1285,0,18.9541,06/04/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,
NEW AMSTERDAM SCHOOL,NEW AMSTERDAM SCHOOL,62,AVENUE B,MANHATTAN,10009,212-533-1820,,04/13/2117,Active,3 YEARS - 5 YEARS,0,DC36940,PRESCHOOL,SBCC,School Based Child Care,1005026,www.newamsterdamschool.org,,,50.0000,45.1817,1,8.0094,50,23.3017,50,35.2291,12/01/2022,The owner or agent tenant or manager fails to maintain building in safe manner; Structural integrity Not maintained; Building Not free of pests; Adequate heat ventilation and lighting Not provided; Not free of nuisances/hazards.,PUBLIC HEALTH HAZARD,131.05(a),OPEN,Initial Annual Inspection - Reinspection Required
NAT AZAROW CHILDREN'S CENTER,BROOKLYN KINDERGARTEN SOCIETY,232,POWELL STREET,BROOKLYN,11212,718-346-0924,2252,12/01/2022,Expired-In Renewal,2 YEARS - 5 YEARS,98,DC347,PRESCHOOL,GDC,Child Care - Pre School,3084013,www.bksny.org,10/19/2004,N,33.3333,21.9050,8,11.9769,0,6.1285,33.3333,18.9541,03/04/2022,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.,CRITICAL,47.59(d),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
RIVER PARK NURSERY SCHOOL,RIVER PARK NURSERY SCHOOL,711,AMSTERDAM AVENUE,MANHATTAN,10025,212-663-1205,5634,05/06/2023,Permitted,2 YEARS - 5 YEARS,28,DC2435,PRESCHOOL,GDC,Child Care - Pre School,1032551,www.riverparknurseryschool.com,02/17/2005,N,40.0000,21.9050,4,11.9769,0,6.1285,40,18.9541,02/03/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
RISING STARS ISLAMIC SCHOOL,ISLAMIC CIRCLE OF NORTH AMERICA INC.,166-26,89TH AVENUE,QUEENS,11432,347-796-1199,,05/25/2116,Active,3 YEARS - 5 YEARS,0,DC32261,PRESCHOOL,SBCC,School Based Child Care,4209637,,,,33.3333,45.1817,8,8.0094,33.3333,23.3017,33.3333,35.2291,10/13/2021,All exits have clear legible and illuminated exit signs where required by DOB,CRITICAL,43.22(a),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending
"SHUGAH BAYBEES CDC, INC","SHUGAH BAYBEES CDC, INC",129 - 135,West  138 Street,MANHATTAN,10030,917-822-3019,105111,12/12/2023,Permitted,0 YEARS - 2 YEARS,30,DC35631,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1060023,Shugahbaybeesnyc.com,12/12/2019,Y,20.0000,17.4391,8,8.4034,20,4.9984,0,15.3835,06/09/2022,"At time of inspection children were observed occupying space Not previously approved by the Dept of Buildings, FDNY and/or DOHMH.",PUBLIC HEALTH HAZARD,47.57(f),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Required; Violations corrected at time of inspection
Modern Organization & Human Development Center (Mohdc),Raymond S. Edwards dba Modern Organization & Human Development Center,10315,FARRAGUT ROAD,BROOKLYN,11236,718-272-8500,104604,09/18/2022,Expired-In Renewal,2 YEARS - 5 YEARS,73,DC34090,PRESCHOOL,GDC,Child Care - Pre School,3229152,www.mohdcsmartstart.com,09/18/2018,Y,25.0000,21.9050,5,11.9769,25,6.1285,25,18.9541,10/06/2021,Exits and other egress Not provided with required signage at time of inspection.,CRITICAL,47.59(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
HAPPY BEES DAY CARE,HAPPY BEES DAY CARE,21-60,33 STREET,QUEENS,11105,718-606-6663,59682,03/31/2024,Permitted,2 YEARS - 5 YEARS,14,DC24902,PRESCHOOL,GDC,Child Care - Pre School,4016975,happybeesdaycare.com,03/31/2014,Y,0.0000,21.9050,3,11.9769,0,6.1285,0,18.9541,03/09/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
The Shuang Wen Academy Network,The Shuang Wen Academy Network,195,WORTH STREET,MANHATTAN,10013,646-998-5786,105459,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,100,DC40443,ALL AGE CAMP,Camp,Camp,1001827,,07/30/2021,Y,50.0000,26.8868,0,1.0000,0,14.2558,50,21.8553,07/25/2022,Camp Health Director has current valid certificate in CPR for all ages. Certificate good for one year,CRITICAL,48.09(d)(2),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
PARK CHILDREN'S DAY SCHOOL,PARK CHILDREN'S DAY SCHOOL,4,WEST 76TH STREET,MANHATTAN,10023,212-288-3247,64038,05/15/2024,Permitted,2 YEARS - 5 YEARS,139,DC31670,PRESCHOOL,GDC,Child Care - Pre School,1028766,www.parkchildrensdayschool.org,05/15/2014,Y,40.0000,21.9050,22,11.9769,20,6.1285,40,18.9541,09/29/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
Babove Worldwide Institute,Babove Worldwide Institute,112-33,QUEENS BOULEVARD,QUEENS,11375,718-925-2001,105767,08/10/2024,Permitted,2 YEARS - 5 YEARS,145,DC41443,PRESCHOOL,GDC,Child Care - Pre School,4447030,,08/10/2022,Y,33.3333,21.9050,13,11.9769,33.3333,6.1285,33.3333,18.9541,11/30/2022,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Reinspection Not Required
ASSOCIATION TO BENEFIT CHILDREN,ASSOCIATION TO BENEFIT CHILDREN,1841,PARK AVENUE,MANHATTAN,10035,646-459-6091,7309,12/15/2024,Permitted,,125,DC1135,PRESCHOOL,GDC,Child Care - Pre School,1054495,www.a-b-c.org,11/16/2004,N,0.0000,21.9050,51,11.9769,0,6.1285,0,18.9541,09/23/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
BYA DAY CAMP,BAIS YAAKOV ACADEMY,1213,ELM AVENUE,BROOKLYN,11230,718-339-4747,34276,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,700,DC23404,ALL AGE CAMP,Camp,Camp,3180784,,05/01/2013,N,0.0000,26.8868,0,1.0000,0,14.2558,0,21.8553,07/15/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
ALPHABET CITY CHILD CARE CENTER LLC,ALPHABET CITY CHILD CARE CENTER LLC,2627,2 Street,QUEENS,11102,718-626-0050,105390,06/18/2023,Permitted,0 YEARS - 2 YEARS,7,DC40059,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4615286,www.alphabetcitychildcare.com,06/18/2021,Y,33.3333,17.4391,4,8.4034,0,4.9984,33.3333,15.3835,12/29/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
BRIGHT FUTURE KIDDIE 4,BRIGHT FUTURE KIDDIE4 LLC,3952,Third Avenue,BRONX,10457,347-963-4073,105605,02/18/2024,Permitted,0 YEARS - 2 YEARS,24,DC40552,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2119684,,02/18/2022,Y,100.0000,17.4391,9,8.4034,0,4.9984,100,15.3835,02/03/2023,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.,CRITICAL,47.23(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
STRAWBERRY PATCH DAY CARE  INC.,"STRAWBERRY PATCH DAY CARE CENTER, INC.",2007,LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7429,05/30/2023,Permitted,0 YEARS - 2 YEARS,18,DC12233,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3097353,,05/30/2005,Y,,,3,8.4034,,,,,03/18/2022,Exits and other egress Not provided with required signage at time of inspection.,CRITICAL,47.59(a),CORRECTED,
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",262,LEXINGTON AVENUE,BROOKLYN,11216,718-453-0760,4297,03/25/2023,Expired-In Renewal,2 YEARS - 5 YEARS,57,DC170,PRESCHOOL,GDC,Child Care - Pre School,3050588,,03/25/2005,N,33.3333,21.9050,6,11.9769,0,6.1285,33.3333,18.9541,03/29/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"NEW MILESTONE, INC","NEW MILESTONE, INC",158-13,72 AVENUE,QUEENS,11365,718-380-1978,7754,05/13/2023,Permitted,2 YEARS - 5 YEARS,58,DC15588,PRESCHOOL,GDC,Child Care - Pre School,4147000,,05/14/2007,Y,33.3333,21.9050,7,11.9769,0,6.1285,33.3333,18.9541,05/11/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,
KIDDIE ACADEMY OF STATEN ISLAND,Future Star Kidz Inc.,1110,South Avenue,STATEN ISLAND,10314,718-698-6905,104945,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,50,DC38290,ALL AGE CAMP,Camp,Camp,5141913,,07/09/2019,Y,0.0000,26.8868,0,1.0000,0,14.2558,0,21.8553,08/12/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
BAMBI CHILD CARE (PRESCHOOL),BAMBI CHILD CARE 2 INC.,1218,PROSPECT AVENUE,BROOKLYN,11218,718-499-2299,13877,01/24/2024,Permitted,2 YEARS - 5 YEARS,20,DC21648,PRESCHOOL,GDC,Child Care - Pre School,3413864,bambichildcare.com,03/22/2012,Y,20.0000,21.9050,4,11.9769,0,6.1285,20,18.9541,01/24/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"LIBERTY DAY CARE SERVICE, INC.","LIBERTY DAY CARE SERVICE, INC.",478,EAST 95 STREET,BROOKLYN,11212,718-498-4384,7093,05/21/2024,Permitted,2 YEARS - 5 YEARS,32,DC10735,PRESCHOOL,GDC,Child Care - Pre School,3102590,,02/08/2005,N,50.0000,21.9050,6,11.9769,50,6.1285,25,18.9541,04/15/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
"SHOREFRONT YM-YWHA  OF BRIGHTON-MANHATTAN BEACH, INC.","SHOREFRONT YM-YWHA OF BRIGHTON-MANHATTAN BEACH,INC.",3300,CONEY ISLAND AVENUE,BROOKLYN,11235,718-646-1444,1935,08/30/2023,Permitted,2 YEARS - 5 YEARS,93,DC14394,PRESCHOOL,GDC,Child Care - Pre School,3326880,www.shorefronty.org,08/18/2005,N,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,03/30/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
